line,desc,qty,uom,part,confidence,vendor,sku,matched_desc,catalog_uom,pack_qty,uom_normalized,uom_mismatch,unit_merch_cost,unit_freight,landed_unit,sell_unit,extended,gap,alt_1,alt_2
14,Half Safety Bars for Base Camp & XL Series (Pair) (Legacy Style),6.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
15,Roller Pad for Base Camp and XL Series (Pair),6.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
16,NP4 Sorinex 0-90 Bench,6.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
17,Custom Logo Headguard - Digitize Fee,1.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
18,Custom Logo Headguard - Embroidered,6.0,EA,,token,Synnex,IN-UNLOGO,"CUSTOM LOGO MOQ 200, EMBROIDERED, MUST BE ORDERED WITH TBCBK-P OR TBCCOMUNV-P",EA,1,False,False,11.75,0.8889,12.6389,14.87,89.22,,,
19,"Performance Bar Bright Zinc - 20kg -28.5 mm shaft with 190k tensile strength and 175k yield strength-Light knurling, no center knurling, olympic & powerlifting marks-Dual oil-lite bronze bushings in e",6.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
20,"Lock Jaw Collars Olympic (2"" Pair) --Olympic size--Locks in place with a quick-release lever--Durable and strong, capable of withstanding both static and dynamic exercises",6.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
21,Sorinex Bosco Legendary Bumper - 45lb,60.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
22,Sorinex Bosco Legendary Bumper - 25lb,48.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
23,Sorinex Bosco Legendary Bumper - 10lb,60.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
24,Sorinex Urethane Change Plate 5lbs,36.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
25,Sorinex Urethane Change Plate 2.5lbs,36.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
26,Iron Bear Side (3-tier height),11.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
27,Iron Bear Dumbbell Tier (5 Pair Total Storage),5.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
28,Iron Bear Kettlebell Tier,1.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
29,"XL Series Kettlebell Storage Tray w/ Rubber Inlay (41"")",12.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
30,Sorinex Prime Rubber DB Set 5-100lbs (Pairs) - Custom Printed,1.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
31,Sorinex Prime Rubber DB 105lbs (Pair) - Custom Printed,1.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
32,Sorinex Prime Rubber DB 110lbs (Pair) - Custom Printed,1.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
33,Sorinex Prime Rubber DB 115lbs (Pair) - Custom Printed,1.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
34,Sorinex Prime Rubber DB 120lbs (Pair) - Custom Printed,1.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
35,Sorinex Prime Rubber DB 125lbs (Pair) - Custom Printed,1.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
36,Dynamax Custom Color Add - Per Ball,18.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
37,Dynamax Standard Medicine Ball - 4lb,1.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
38,Dynamax Standard Medicine Ball - 6lb,1.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
39,Dynamax Standard Medicine Ball - 8lb,2.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
40,Dynamax Standard Medicine Ball - 10lb,2.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
41,Dynamax Standard Medicine Ball - 12lb,2.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
42,Dynamax Standard Medicine Ball - 14lb,2.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
43,Dynamax Standard Medicine Ball - 16lb,2.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
44,Dynamax Standard Medicine Ball - 18lb,2.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
45,Dynamax Standard Medicine Ball - 20lb,2.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
46,Dynamax Standard Medicine Ball - 25lb,1.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
47,Dynamax Standard Medicine Ball - 30lb,1.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
48,Sorinex Ductile KB - 4kg,2.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
